recomendacao_conteudo,qtde_ocorr,perc_ocorr
"Divulgar o conteúdo deste Relatório Final, a fim de alertar os pilotos quanto aos riscos associados ao desempenho de suas atividades por pessoas não treinadas para tripular aeronaves.",1,0.08
"Divulgar o conteúdo deste Relatório Final para os operadores regulados pelo RBHA 91, alertando sobre a obrigatoriedade do cumprimento fiel dos limites operacionais estabelecidos pelos fabricantes das aeronaves.",1,0.08
"Divulgar o conteúdo deste Relatório Final Simplificado aos Inspetores de Aviação Civil e Examinadores Credenciados da ANAC, com o objetivo de alertar quanto aos perigos na operação de aeronaves anfíbias.",1,0.08
Divulgar o conteúdo desta investigação aos operadores de C-208.,1,0.08
Divulgar o conteúdo desse relatório em seus diversos eventos de prevenção de acidentes aeronáuticos.,1,0.08
"Divulgar o aprendizado da presente investigação em eventos, palestras, encontros de aviação, como forma de orientar e alertar os aeroclubes operadores de aeronaves AB-180.",1,0.08
"Divulgar o aprendizado da presente investigação como forma de orientar e alertar os operadores de aeronaves existentes em sua área de jurisdição por ocasião de eventos, simpósios ou encontros de aviação, no sentido de evitar que novos acidentes venham a ocorrer pelos mesmos fatores contribuintes.",1,0.08
"Divulgar o conteúdo deste Relatório aos aeroclubes, escolas de aviação e aos operadores da aviação geral, em especial no tocante às consequências do descumprimento de procedimentos estabelecidos nos manuais de operação das aeronaves.",1,0.08
"Divulgar o conteúdo deste relatório em seminários, simpósios, palestras e atividades afins voltadas à Aviação Geral.",1,0.08
"Divulgar o aprendizado da presente investigação como forma de orientar e alertar as empresas operadoras de aeronaves de asas rotativas existentes em sua área de jurisdição, por ocasião de eventos, encontros de aviação ou por meio de Divulgação Operacional (DIVOP), no sentido de evitar que novos acidentes venham a ocorrer como consequência dos mesmos fatores contribuintes.",1,0.08
"Divulgar este Relatório às empresas de aviação agrícola e aos pilotos da aviação agrícola, a fim de elevar o nível de alerta para condições que favorecem a ocorrência de estol à baixa altura.",1,0.08
"Divulgar este relatório às empresas aeroagrícolas e às oficinas de manutenção aeronáutica, a fim de difundir os ensinamentos colhidos na presente investigação.",1,0.08
"Divulgar este Relatório aos pilotos da aviação geral, enfatizando a necessidade da realização do circuito de tráfego padrão, da operação em aeródromos registrados e homologados, bem como dos conceitos de aproximação estabilizada.",1,0.08
Divulgar este Relatório aos operadores de aeronave ERJ 190.,1,0.08
"Divulgar este Relatório Final, enfatizando a importância do conhecimento de da aplicação das regras de tráfego aéreo previstas na ICA 100-12.",1,0.08
"Divulgar este Relatório Final aos operadores que desempenham atividade aérea para-pública, realçando a importância de um programa de treinamento adequado que abranja os diversos tipos de vôo realizados pela organização.",1,0.08
"Divulgar este Relatório Final aos operadores e oficinas de sua área de atuação, realçando a importância dos cuidados com as áreas de manutenção e de operação e das implicações com a Segurança de Vôo quando voando sem os registros de manutenção necessários.",1,0.08
"Divulgar este Relatório Final aos operadores de aeronave C90, alertando para a observação do adequado travamento do fecho das carenagens dos motores.",1,0.08
"Divulgar este Relatório Final a todos os operadores de helicópteros e escolas de formação de pilotos de helicópteros, enfatizando fatores contribuintes e os ensinamentos colhidos na presente investigação.",1,0.08
"Divulgar este Acidente Aeronáutico aos operadores e pilotos, tendo por objetivo realçar o risco agregado à operação da aeronave pela não utilização do checklist.",1,0.08
Divulgar essas recomendações entre os operadores de aeronaves que utilizam regularmente o aeródromo de Porto Urucu.,1,0.08
"Divulgar em palestras, reuniões e simpósios, os ensinamentos contidos no presente relatório, a fim de aumentar a consciência situacional de pilotos e operadores agrícolas, com relação aos fatores contribuintes deste acidente.",1,0.08
"Divulgar e ratificar junto aos operadores das Torres de Controle, sob a responsabilidade do DECEA, da fundamental necessidade do cumprimento integral das orientações contidas na ICA 100-12, relativas ao cotejamento de mensagens essenciais às tripulações, contribuindo para evitar falhas de entendimento ou esquecimento nas fases mais críticas do voo.",1,0.08
"Divulgar as boas práticas e as lições aprendidas com a presente investigação a todos os operadores de voos de aeropublicidade com reboque de faixas, bem como a todos os operadores de aeronaves cuja operação é similar à do referido acidente.",1,0.08
"Divulgar aos seus pilotos o conteúdo deste Relatório Final, alertando-os para os seus pontos focais, sobretudo em relação aos cuidados que devem ser tomados durante os voos a baixa altura, com condições meteorológicas pouco favoráveis.",1,0.08
"Divulgar este relatório aos operadores agrícolas, a fim de disseminar os ensinamentos adquiridos na investigação.",1,0.08
"Divulgar este relatório em palestras, seminários, simpósios e eventos congêneres.",1,0.08
"Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos operadores de aeronaves da aviação regular (RBAC 121), enfatizando a aplicação constante dos conceitos de CRM.",1,0.08
"Divulgar aos seus associados o conteúdo e ensinamentos contidos nesta investigação, em especial os cuidados relacionados à operação com rajadas de vento.",1,0.08
"Divulgar aos operadores/mantenedores das aeronaves modelo Cessna 310R os ensinamentos colhidos na presente investigação, quanto à necessidade do fiel cumprimento do respectivo Programa de Manutenção Aprovado, para efeito de identificação de corrosão do sistema do trem de pouso, principalmente, quando a aeronave operar em áreas sujeitas a um elevado grau de salinidade.",1,0.08
"Desenvolver ações voltadas para as escolas de formação de pilotos aeroagrícolas, com ênfase para os fatores contribuintes para nesse acidente.",1,0.08
"Divulgar amplamente os ensinamentos contidos nesta investigação, para todos os Aeroclubes e Escolas de Aviação, como forma de prevenção e alerta.",1,0.08
"Divulgar a presente ocorrência aos aeroclubes e às escolas de aviação civil, a fim de divulgar os ensinamentos colhidos na investigação e evitar novos acidentes.",1,0.08
"Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  buscando  alertar  pilotos  e operadores de  aeronaves  equipadas  com  flutuadores  sobre  a  importância  de  sempre  se utilizar   as   corretas   técnicas   de   decolagens   na   água,   bem   como   sobre   os   riscos decorrentes de uma rotação com baixa velocidade.",1,0.08
"Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  a  fim  de  alertar  pilotos, pessoal  de  serviço  de  rampa  e  operadores  da  aviação  civil  brasileira  sobre  os  riscos decorrentes  da  falta  de  atenção  ao  caminhar  próximo  de  aeronaves  que  estejam  com  o motor acionado.",1,0.08
"Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  a  fim  de  alertar  pilotos  e operadores da aviação de asas rotativas acercados riscos decorrentes das operações a baixa altura, especialmente quando sobrevoando superfícies aquáticas espelhadas.",1,0.08
"Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  a  fim  de  alertar  pilotos  e operadores da aviação civil sobre a importância do correto acondicionamento da gasolina de  aviação  para  o  uso  em  operações  aeroagrícolas,  em  especial,  no  que  é  preconizado nas normasABNT NBR 15216 de 07/2010 eResolução ANP nº 18 de 26JUL2006.",1,0.08
"Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  a  fim  de  alertar  pilotos  e operadores da aviação civil brasileira sobre a importância do correto planejamento de voo, sobretudo no que diz respeito aos aspectos relacionados à performance da aeronave na decolagem e subida e à escolha da cabeceira para a operação.",1,0.08
"Divulgar  o  conteúdo  do presente  relatório  durante a realização  de  seminários, palestras  e atividades afins voltadas aos operadores, exploradores e, principalmente, aos proprietários de aeronaves de asas rotativas que atuam como pilotos privados.",1,0.08
"Divulgar  o  conteúdo  deste  Relatório  Final,  a  fim  de  alertar  os  pilotos  da  Aviação  Geral quanto aos riscos associados à operação em condições meteorológicas adversas.",1,0.08
"Disponibilizar aos pilotos material informativo sobre o fenômeno Windshear, contendo recomendação para atuar nesta condição.",1,0.08
"Discutir, no âmbito do Grupo Brasileiro de Segurança Operacional da Aviação Comercial (BCAST), os atuais procedimentos adotados pelas empresas aéreas para realização de voo de experiência após a execução de serviços de manutenção, objetivando a troca de experiência, a mitigação de eventuais riscos e a produção de safety enhancements sobre o tema, caso o Grupo considere necessário.",1,0.08
"Determinar às oficinas que possuem este modelo de aeronave em seus adendos que inspecionem, criteriosamente, o solenoide-trava quanto à fixação, ao alinhamento e à operação adequada, quando nas revisões recomendadas.",1,0.08
"Determinar aos operadores de aeronaves SIKORSKY, modelos S-76A e S-76C, a realização de inspeção no componente *ENGINE SHAFT FLEXIBLE COUPLING*, P/N 76361-04008-103 ou 76361-04008-102, de acordo com o Capítulo 5, Seção 5-20-00, Parágrafo 3, Página 46, do Manual P/N SA 4047-76C-2-1 (Rev 31/MAR/2008). Caso seja encontrada qualquer discrepância, o CENIPA, a GGIP e o SERIPA da região do operador deverão ser informados.",1,0.08
"Determinar ao administrador do aeródromo de Viçosa que sejam tomadas medidas no intuito de cumprir os requisitos do RBAC 154, em especial aqueles sobre faixa de pista, com a finalidade de reduzir o risco de danos à aeronave que venha a sair da pista durante o pouso, bem como os requisitos do RBAC 153, sobre o monitoramento da condição física e operacional do aeródromo.",1,0.08
"De imediato, divulgar os ensinamentos deste acidente a todos os seus instrutores e alunos de AB-115, como forma de elevar o nível de consciência situacional de seus tripulantes.",1,0.08
"Divulgar aos associados o conteúdo do presente relatório, enfatizando seus fatores contribuintes, de modo que os pilotos e proprietários sejam alertados quanto à necessidade de se criar uma cultura de segurança operacional, que evite a ocorrência de novos acidentes e incidentes aeronáuticos.",1,0.08
"Dar conhecimento ao Ministério Público Federal do conteúdo da investigação deste Incidente Grave para ações pertinentes julgadas cabíveis, quanto ao perigo que se traduz à aviação nacional e estrangeira operando em espaço aéreo brasileiro, da atividade de soltura de qualquer tipo de balão que apresente a característica de incontrolabilidade, sejam eles, os artesanais sem fogo ou os dotados de chama incandescente como fonte de sustentação.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS INERENTES AO VOO EM CONDIçõES METEOROLóGICAS ADVERSAS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA, EM ESPECIAL AOS QUE OPERAM AERONAVES DE ASAS ROTATIVAS, SOBRE OS RISCOS DECORRENTES DE OPERAçõES EM áREAS RESTRITAS CUJO PLANEJAMENTO NãO CONSIDERE CORRETAMENTE OS OBSTáCULOS PRESENTES NO TERRENO, BEM COMO A DIREçãO E INTENSIDADE DO VENTO.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NO PRESENTE RELATóRIO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DE PLANEJAMENTOS DE OPERAçõES AEROAGRíCOLAS QUE NãO CONSIDERAM CORRETAMENTE OS OBSTáCULOS PRESENTES NO TERRENO.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE Investigação, A FIM DE ALERTAR PILOTOS, OPERADORES E MANTENEDORES DA Aviação CIVIL SOBRE A Importância DO FIEL CUMPRIMENTO DO CONSTANTE NA Documentação Técnica (MANUAIS, Revisões, BOLETINS, DIRETRIZES, ETC.) DAS AERONAVES QUE OPERAM EM Território BRASILEIRO, SOBRETUDO NO QUE DIZ RESPEITO à DIRETRIZ DE AERONAVEGABILIDADE N° 97-10-07R1, DE 15JAN1998 (OU DE OUTRA QUE VENHA A Substituí-la).",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE Investigação, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAÇÃO DE ASAS ROTATIVAS SOBRE OS RISCOS INERENTES AOS TREINAMENTOS DE AUTORROTAÇÃO.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, COM A FINALIDADE DE ALERTAR OS OPERADORES E PROPRIETáRIOS DE AERONAVES EXPERIMENTAIS, QUANTO AOS RISCOS ASSOCIADOS à EXECUçãO DA ATIVIDADE AéREA SEM A FIEL OBSERVâNCIA DAS NORMAS OPERACIONAIS, REGULAMENTOS OU REGRAS DE TRáFEGO AéREO, NOTADAMENTE NA REALIZAçãO DE MANOBRAS A BAIXA ALTURA.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, COM A FINALIDADE DE ALERTAR OPERADORES E CENTROS DE INSTRUçãO, QUANTO AOS RISCOS DE COLISãO CONTRA REDES DE TRANSMISSãO E DISTRIBUIçãO DE ENERGIA ELéTRICA DURANTE OPERAçõES AEROAGRíCOLAS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE QUE OPERADORES DE HELICóPTEROS, AEROCLUBES E ESCOLAS DE FORMAçãO DA AVIAçãO CIVIL, IMPLEMENTEM OU APRIMOREM SUAS MEDIDAS DE SUPERVISãO, DE MODO A ESTABELECEREM CRITéRIOS ESPECíFICOS E FORMALMENTE DESCRITOS, QUANTO A EXPERIêNCIA DE SEUS PILOTOS, DE MANEIRA A EVITAR, DENTRO DO POSSíVEL, ESCALAR PILOTOS COM POUCA EXPERIêNCIA PARA REALIZAREM VOOS SOLO, DESNECESSARIAMENTE.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR TRIPULANTES E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DA OPERAçãO COM METEOROLOGIA ADVERSA QUANDO PILOTOS E/OU AERONAVE NãO POSSUEM HABILITAçãO/CERTIFICAçãO PARA VOOS SOB CONDIçõES METEOROLóGICAS POR INSTRUMENTOS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS, OPERADORES E, PRINCIPALMENTE, MANTENEDORES QUANTO AO FIEL E IRRESTRITO CUMPRIMENTO DOS PROCEDIMENTOS PREVISTOS NAS ATIVIDADES DE MANUTENçãO, MORMENTE A SUPERVISãO FINAL DOS SERVIçOS POR PARTE DOS INSPETORES.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES QUANTO A NECESSIDADE DE CONSTANTE APRIMORAMENTO DO PROCESSO DE PLANEJAMENTO DE VOO E DE GERENCIAMENTO DE RECURSOS DE TRIPULAçãO, PRINCIPALMENTE DIANTE DE SITUAçõES DE ANORMALIDADES, COMO CONDIçõES METEOROLóGICAS ADVERSAS, POR EXEMPLO.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DE HELICóPTEROS ACERCA DA IMPORTâNCIA DA UTILIZAçãO DAS INFORMAçõES APRESENTADAS NA SERVICE-LETTER 1673-67-04 COMO FERRAMENTA DE PREVENçãO DE OCORRêNCIAS AERONáUTICAS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DE AERONAVES CONVENCIONAIS SOBRE A IMPORTâNCIA DO FIEL CUMPRIMENTO DAS NORMAS OPERACIONAIS E DOS MANUAIS DE VOO, BEM COMO DE UMA TRANSIçãO ADEQUADA DA OPERAçãO DE AERONAVES TRICICLO PARA AS CONVENCIONAIS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DAS AERONAVES A318, A319, A320, A321, A330, A340, A350 E A380, DESTACANDO A NECESSIDADE DE SE ENFATIZAR AS TéCNICAS PARA ENTREGAR OU ASSUMIR O CONTROLE DA AERONAVE, CONFORME O OPERATIONS TRAINING TRANSMISSION 999.0113/17 REV 00, 22JAN2018.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL SOBRE A IMPORTâNCIA DO FIEL CUMPRIMENTO DAS NORMAS OPERACIONAIS E DOS MANUAIS DE VOO DAS AERONAVES, SOBRETUDO NO QUE DIZ RESPEITO AO CORRETO PLANEJAMENTO DE DESPACHO OPERACIONAL E OBSERVâNCIA DOS LIMITES ESTABELECIDOS PELO FABRICANTE DA AERONAVE.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA, SOBRETUDO OS QUE ATUAM NA AVIAçãO AGRíCOLA, SOBRE OS RISCOS DE CORRENTES DA REALIZAçãO DE CURVAS DE GRANDE INCLINAçãO A BAIXA ALTURA.",1,0.08
"Dar ampla divulgação do presente relatório entre seus associados, a fim de alertar sobre o problema da montagem invertida do parafuso do amortecedor de vibrações laterais do trem auxiliar e sua respectiva porca, bem como alertar quanto ao perigo na utilização de mão de obra não homologada para serviços de manutenção.",1,0.08
"Divulgar aos operadores de aeronaves CIRRUS, modelo SR-22, o potencial de risco do não travamento do banco do piloto, por ocasião do ajuste do assento.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DO VOO DE HELICóPTERO A BAIXA ALTURA E ENFATIZAR A IMPORTâNCIA DE SE CUMPRIR OS REGULAMENTOS BRASILEIROS DA AVIAçãO CIVIL E AS NORMAS DE TRáFEGO AéREO, COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.",1,0.08
Divulgar aos operadores regulados pelo RBAC 135 os ensinamentos colhidos nesta investigação.,1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR AOS PILOTOS E OPERADORES, SOBRETUDO AOS QUE UTILIZAM O MOTOR CONTINENTAL, MODELO O-200-A(48), SOBRE OS RISCOS DO VOO EM CONDIçõES ATMOSFéRICAS PROPíCIAS à FORMAçãO DE GELO, BEM COMO PARA OS PROCEDIMENTOS PREVISTOS EM CHECKLIST PARA ESSA CIRCUNSTâNCIA.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DA REALIZAçãO DE FINAIS PARA POUSO NãO ESTABILIZADAS E DA DECISãO DE NãO REALIZAR UMA ARREMETIDA NOS CASOS EM",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DA NãO UTILIZAçãO DA LISTA DE VERIFICAçõES (CHECKLIST), SOBRETUDO NAS FASES CRíTICAS DE VOO, COMO POUSOS E DECOLAGENS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A IMPORTâNCIA DO CORRETO PLANEJAMENTO DE VOO, SOBRETUDO NO QUE DIZ RESPEITO AOS ASPECTOS RELACIONADOS à CORRETA IDENTIFICAçãO DO LOCAL DE OPERAçãO, BEM COMO à PERFORMANCE DA AERONAVE REQUERIDA PARA A DECOLAGEM.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A IMPORTâNCIA DE SE CONHECER E RESPEITAR OS LIMITES DE PERFORMANCE DAS AERONAVES OPERADAS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A IMPORTâNCIA DA EXECUçãO DE UMA APROXIMAçãO ESTABILIZADA, VISANDO GARANTIR A MANUTENçãO DOS CORRETOS PARâMETROS DE POUSO, FRENAGEM E PARADA DA AERONAVE COM SEGURANçA.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A IMPORTâNCIA DA CRITERIOSA AVALIAçãO AS CONDIçõES METEOROLóGICAS DA ORIGEM, DO DESTINO, DO AERóDROMO ALTERNATIVO E DA ROTA, POR OCASIãO DO PLANEJAMENTO E DA EXECUçãO DOS VOOS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A CORRETA UTILIZAçãO DOS FLAPES DURANTE OS PROCEDIMENTOS DE APROXIMAçãO PERDIDA E/OU ARREMETIDA, CONFORME PRECONIZADO NO MANUAL DE OPERAçõES E CHECKLIST DAS AERONAVES OPERADAS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO AGRíCOLA SOBRE A IMPORTâNCIA DE CONTROLAR A ADEQUADA UTILIZAçãO E SELEçãO DOS TANQUES DA AERONAVE, COM O INTUITO DE EVITAR APAGAMENTO DO MOTOR OCASIONADO POR FALTA DE COMBUSTíVEL.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO AGRíCOLA BRASILEIRA SOBRE A IMPORTâNCIA DO CORRETO PLANEJAMENTO DE VOO E OPERAçãO DAS AERONAVES, SOBRETUDO NO QUE DIZ RESPEITO àS INFORMAçõES DE TEMPERATURA, UMIDADE E PRESSãO ATMOSFéRICA, BEM COMO AOS PROCEDIMENTOS PREVISTOS NOS MANUAIS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR OS TRIPULANTES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DA OPERAçãO SEM AS PLENAS CAPACIDADES PSICOFíSICAS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR OS PILOTOS E OPERADORES DA AVIAçãO AGRíCOLA BRASILEIRA SOBRE OS RISCOS DE COLISãO COM LINHAS DE TRANSMISSãO DECORRENTES DE PLANEJAMENTOS INADEQUADOS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR OPERADORES E MANTENEDORES DE AERONAVES EQUIPADAS COM MOTORES IO-TSIO-LTSIO-360, IO-346, IO-TSIO-520 E GTSIO-520 SERIES ENGINES SOBRE A IMPORTâNCIA DO CUMPRIMENTO DO BOLETIM DE SERVIçO M77-9, EMITIDO PELA CONTINENTAL MOTORS EM 16MAR1977.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR OPERADORES E MANTENEDORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A IMPORTâNCIA DE SE VERIFICAR, DURANTE AS AçõES DE MANUTENçãO, AS CONDIçõES E A INTEGRIDADE DOS CONECTORES DA CABLAGEM (W601-00011-24BL) INSTALADOS NAS AERONAVES EMB 500.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR OPERADORES E MANTENEDORES DA AERONAVE EC120B - COLIBRI SOBRE A IMPORTâNCIA DO CUMPRIMENTO DA SERVICE LETTER N° 2818/11/ARRIUS2F, COMO FERRAMENTA DE PREVENçãO DE OCORRêNCIAS AERONáUTICAS.",1,0.08
DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DO DESCUMPRIMENTO DOS REQUISITOS DE COMBUSTíVEL MíNIMO PREVISTOS NA REGULAMENTAçãO.,1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DA REALIZAçãO DE FINAIS PARA POUSO NãO ESTABILIZADAS E DA DECISãO DE NãO REALIZAR UMA ARREMETIDA NOS CASOS EM QUE OS PROCEDIMENTOS PARA POUSO NãO APRESENTAREM AS NECESSáRIAS CONDIçõES DE SEGURANçA.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAÇÃO, A FIM DE ALERTAR AOS PILOTOS ACERCA DA IMPORTÂNCIA DA ADERÊNCIA AOS PROCEDIMENTOS OPERACIONAIS PREVISTOS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS DA PRESENTE INVESTIGAçãO JUNTO AOS PILOTOS E OPERADORES DA AVIAçãO AGRíCOLA, COMO FORMA DE PREVENIR OCORRêNCIAS FUTURAS.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DO VOO SOB CONDIçõES DE VOO POR INSTRUMENTOS QUANDO AS AERONAVES OU AS TRIPULAçõES NãO SãO CERTIFICADAS OU HABILITADAS PARA OPERAR EM TAIS CONDIçõES.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS COM A PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE AOS RISCOS DECORRENTES DA OPERAçãO IMC POR PESSOAL NãO HABILITADO E/OU UTILIZANDO AERONAVE NãO CERTIFICADA PARA VOO IFR.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS COM A PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A IMPORTâNCIA DE CRITERIOSA PREPARAçãO PARA O VOO, EM ESPECIAL AO GERENCIAMENTO DO COMBUSTíVEL ATRAVéS DO CONTROLE DA QUANTIDADE E CORRETA SELEçãO DOS TANQUES A SEREM UTILIZADOS EM CADA FASE DO VOO.",1,0.08
"DIVULGAR OS ENSINAMENTOS COLHIDOS COM A PRESENTE INVESTIGAÇÃO, DE FORMA A ALERTAR OS PILOTOS E OPERADORES DO MODELO DE AERONAVE QUANTO À IMPORTÂNCIA DA CORRETA EXECUÇÃO DOS PROCEDIMENTOS DE CHECKLIST, ESPECIFICAMENTE DO ITEM RELATIVO À POSIÇÃO DO COMPENSADOR DO LEME DE DIREÇÃO, BEM COMO DOS CUIDADOS NECESSÁRIOS PARA O CONTROLE DA AERONAVE NO SOLO.",1,0.08
Criar um mecanismo permanente de orientação aos pilotos da Aviação Geral alertando sobre os efeitos da falta de continuidade na atividade aérea sobre o desempenho do piloto.,1,0.08
"Criar meios e métodos de recomendação concernentes à utilização de a bomba elétrica auxiliar de combustível, conforme preconizado no Manual de Operação da Aeronave, ou seja, permanentemente ligada durante as operações de decolagens, pousos e operações agrícolas, como forma de prevenção às novas ocorrências.",1,0.08
Criar mecanismos para evitar que pilotos com CHT e CCF vencidos exerçam a atividade aérea com função a bordo em aeronaves.,1,0.08
